sampleID	bioSampleID	dataset	target_gene	marker	molecule	accessions
ERR562408	SAMEA2657030	tara	18S rRNA	V9	DNA	ERR562408
ERR562384	SAMEA2657031	tara	18S rRNA	V9	DNA	ERR562384
ERR562621	SAMEA2657032	tara	18S rRNA	V9	DNA	ERR562621
ERR562473	SAMEA2657033	tara	18S rRNA	V9	DNA	ERR562473
ERR562459	SAMEA2657036	tara	18S rRNA	V9	DNA	ERR562459
ERR562639	SAMEA2657037	tara	18S rRNA	V9	DNA	ERR562639
ERR562699	SAMEA2657038	tara	18S rRNA	V9	DNA	ERR562699
ERR562462	SAMEA2657039	tara	18S rRNA	V9	DNA	ERR562462
ERR562463	SAMEA2657041	tara	18S rRNA	V9	DNA	ERR562463
ERR562365	SAMEA2657046	tara	18S rRNA	V9	DNA	ERR562365
ERR562502	SAMEA2657048	tara	18S rRNA	V9	DNA	ERR562502
ERR562412	SAMEA2657054	tara	18S rRNA	V9	DNA	ERR562412
ERR562615	SAMEA2657055	tara	18S rRNA	V9	DNA	ERR562615
ERR562675	SAMEA2657062	tara	18S rRNA	V9	DNA	ERR562675
ERR562692	SAMEA2657064	tara	18S rRNA	V9	DNA	ERR562692
ERR562476	SAMEA2657065	tara	18S rRNA	V9	DNA	ERR562476
ERR562635	SAMEA2657066	tara	18S rRNA	V9	DNA	ERR562635
ERR562397	SAMEA2657067	tara	18S rRNA	V9	DNA	ERR562397
ERR562598	SAMEA2657076	tara	18S rRNA	V9	DNA	ERR562598
ERR562676	SAMEA2657077	tara	18S rRNA	V9	DNA	ERR562676
ERR562376	SAMEA2657078	tara	18S rRNA	V9	DNA	ERR562376
ERR562487	SAMEA2657079	tara	18S rRNA	V9	DNA	ERR562487
ERR562442	SAMEA2657080	tara	18S rRNA	V9	DNA	ERR562442
ERR562486	SAMEA2657080	tara	18S rRNA	V9	DNA	ERR562486
ERR562648	SAMEA2657082	tara	18S rRNA	V9	DNA	ERR562648
ERR562491	SAMEA2657085	tara	18S rRNA	V9	DNA	ERR562491
ERR562506	SAMEA2657086	tara	18S rRNA	V9	DNA	ERR562506
ERR562730	SAMEA2657087	tara	18S rRNA	V9	DNA	ERR562730
ERR562423	SAMEA2657089	tara	18S rRNA	V9	DNA	ERR562423
ERR562539	SAMEA2657092	tara	18S rRNA	V9	DNA	ERR562539
ERR562499	SAMEA2657094	tara	18S rRNA	V9	DNA	ERR562499
ERR562402	SAMEA2657102	tara	18S rRNA	V9	DNA	ERR562402
ERR562370	SAMEA2657103	tara	18S rRNA	V9	DNA	ERR562370
ERR562501	SAMEA2657105	tara	18S rRNA	V9	DNA	ERR562501
ERR562626	SAMEA2657106	tara	18S rRNA	V9	DNA	ERR562626
ERR562417	SAMEA2657107	tara	18S rRNA	V9	DNA	ERR562417
ERR562377	SAMEA2657110	tara	18S rRNA	V9	DNA	ERR562377
ERR562497	SAMEA2657110	tara	18S rRNA	V9	DNA	ERR562497
ERR562526	SAMEA2657110	tara	18S rRNA	V9	DNA	ERR562526
ERR562609	SAMEA2657110	tara	18S rRNA	V9	DNA	ERR562609
ERR562668	SAMEA2657110	tara	18S rRNA	V9	DNA	ERR562668
ERR1756211	SAMEA2730447	tara	18S rRNA	V9	DNA	ERR1756211
ERR1756339	SAMEA2730447	tara	18S rRNA	V9	DNA	ERR1756339
ERR1755966	SAMEA2730450	tara	18S rRNA	V9	DNA	ERR1755966
ERR1756235	SAMEA2730450	tara	18S rRNA	V9	DNA	ERR1756235
ERR1756240	SAMEA2730458	tara	18S rRNA	V9	DNA	ERR1756240
ERR1755950	SAMEA2730462	tara	18S rRNA	V9	DNA	ERR1755950
ERR1756197	SAMEA2730470	tara	18S rRNA	V9	DNA	ERR1756197
ERR1756346	SAMEA2730644	tara	18S rRNA	V9	DNA	ERR1756346
ERR1756108	SAMEA2730652	tara	18S rRNA	V9	DNA	ERR1756108
ERR1756170	SAMEA2730652	tara	18S rRNA	V9	DNA	ERR1756170
ERR1755893	SAMEA2730674	tara	18S rRNA	V9	DNA	ERR1755893
ERR1756290	SAMEA2730674	tara	18S rRNA	V9	DNA	ERR1756290
ERR1755925	SAMEA2730686	tara	18S rRNA	V9	DNA	ERR1755925
ERR1756244	SAMEA2730769	tara	18S rRNA	V9	DNA	ERR1756244
ERR1756012	SAMEA2730804	tara	18S rRNA	V9	DNA	ERR1756012
ERR1756172	SAMEA2730804	tara	18S rRNA	V9	DNA	ERR1756172
ERR1756116	SAMEA2730834	tara	18S rRNA	V9	DNA	ERR1756116
ERR1756274	SAMEA2730834	tara	18S rRNA	V9	DNA	ERR1756274
ERR1756070	SAMEA2730847	tara	18S rRNA	V9	DNA	ERR1756070
ERR1756074	SAMEA2730864	tara	18S rRNA	V9	DNA	ERR1756074
ERR1755884	SAMEA2730873	tara	18S rRNA	V9	DNA	ERR1755884
ERR1756166	SAMEA2730898	tara	18S rRNA	V9	DNA	ERR1756166
ERR1756123	SAMEA2730909	tara	18S rRNA	V9	DNA	ERR1756123
ERR1756093	SAMEA2730915	tara	18S rRNA	V9	DNA	ERR1756093
ERR1756294	SAMEA2730915	tara	18S rRNA	V9	DNA	ERR1756294
ERR1756082	SAMEA2730956	tara	18S rRNA	V9	DNA	ERR1756082
ERR1756048	SAMEA2730982	tara	18S rRNA	V9	DNA	ERR1756048
ERR1756271	SAMEA2731035	tara	18S rRNA	V9	DNA	ERR1756271
ERR1756103	SAMEA2731057	tara	18S rRNA	V9	DNA	ERR1756103
ERR1755983	SAMEA2731077	tara	18S rRNA	V9	DNA	ERR1755983
ERR1756337	SAMEA2731077	tara	18S rRNA	V9	DNA	ERR1756337
ERR1756014	SAMEA2731110	tara	18S rRNA	V9	DNA	ERR1756014
ERR1756347	SAMEA2731110	tara	18S rRNA	V9	DNA	ERR1756347
ERR1755888	SAMEA2731119	tara	18S rRNA	V9	DNA	ERR1755888
ERR1756311	SAMEA2731202	tara	18S rRNA	V9	DNA	ERR1756311
ERR1756354	SAMEA2731202	tara	18S rRNA	V9	DNA	ERR1756354
ERR1756167	SAMEA2731262	tara	18S rRNA	V9	DNA	ERR1756167
ERR1756087	SAMEA2731264	tara	18S rRNA	V9	DNA	ERR1756087
ERR1756257	SAMEA2731333	tara	18S rRNA	V9	DNA	ERR1756257
ERR1756331	SAMEA2731380	tara	18S rRNA	V9	DNA	ERR1756331
ERR1756282	SAMEA2731419	tara	18S rRNA	V9	DNA	ERR1756282
ERR1756360	SAMEA2731419	tara	18S rRNA	V9	DNA	ERR1756360
ERR1756143	SAMEA2731434	tara	18S rRNA	V9	DNA	ERR1756143
ERR1756316	SAMEA2731434	tara	18S rRNA	V9	DNA	ERR1756316
ERR1756273	SAMEA2731477	tara	18S rRNA	V9	DNA	ERR1756273
ERR1756133	SAMEA2731517	tara	18S rRNA	V9	DNA	ERR1756133
ERR1756039	SAMEA2731524	tara	18S rRNA	V9	DNA	ERR1756039
ERR1756248	SAMEA2731531	tara	18S rRNA	V9	DNA	ERR1756248
ERR1756358	SAMEA2731531	tara	18S rRNA	V9	DNA	ERR1756358
ERR1755892	SAMEA2731582	tara	18S rRNA	V9	DNA	ERR1755892
ERR1756319	SAMEA2731582	tara	18S rRNA	V9	DNA	ERR1756319
ERR1756112	SAMEA2731613	tara	18S rRNA	V9	DNA	ERR1756112
ERR1756147	SAMEA2731613	tara	18S rRNA	V9	DNA	ERR1756147
ERR1756159	SAMEA2731617	tara	18S rRNA	V9	DNA	ERR1756159
ERR1756181	SAMEA2731626	tara	18S rRNA	V9	DNA	ERR1756181
ERR1756291	SAMEA2731634	tara	18S rRNA	V9	DNA	ERR1756291
ERR1756334	SAMEA2731634	tara	18S rRNA	V9	DNA	ERR1756334
ERR1755936	SAMEA2731641	tara	18S rRNA	V9	DNA	ERR1755936
ERR1755939	SAMEA2731664	tara	18S rRNA	V9	DNA	ERR1755939
ERR1756256	SAMEA2731702	tara	18S rRNA	V9	DNA	ERR1756256
ERR1756283	SAMEA2731705	tara	18S rRNA	V9	DNA	ERR1756283
ERR1756067	SAMEA2731720	tara	18S rRNA	V9	DNA	ERR1756067
ERR1756176	SAMEA2731730	tara	18S rRNA	V9	DNA	ERR1756176
ERR1755904	SAMEA2731788	tara	18S rRNA	V9	DNA	ERR1755904
ERR1756195	SAMEA2731795	tara	18S rRNA	V9	DNA	ERR1756195
ERR1756188	SAMEA2731859	tara	18S rRNA	V9	DNA	ERR1756188
ERR1755898	SAMEA2731893	tara	18S rRNA	V9	DNA	ERR1755898
ERR1756299	SAMEA2731923	tara	18S rRNA	V9	DNA	ERR1756299
ERR1756343	SAMEA2731923	tara	18S rRNA	V9	DNA	ERR1756343
ERR1879839	SAMEA2731933	tara	18S rRNA	V9	DNA	ERR1879839
ERR1879741	SAMEA2731935	tara	18S rRNA	V9	DNA	ERR1879741
ERR1755927	SAMEA2731938	tara	18S rRNA	V9	DNA	ERR1755927
ERR1756201	SAMEA2731938	tara	18S rRNA	V9	DNA	ERR1756201
ERR1756189	SAMEA2731945	tara	18S rRNA	V9	DNA	ERR1756189
ERR1756030	SAMEA2731962	tara	18S rRNA	V9	DNA	ERR1756030
ERR1756051	SAMEA2731962	tara	18S rRNA	V9	DNA	ERR1756051
ERR1756225	SAMEA2732005	tara	18S rRNA	V9	DNA	ERR1756225
ERR1756001	SAMEA2732035	tara	18S rRNA	V9	DNA	ERR1756001
ERR1755916	SAMEA2732044	tara	18S rRNA	V9	DNA	ERR1755916
ERR1755901	SAMEA2732056	tara	18S rRNA	V9	DNA	ERR1755901
ERR1759707	SAMEA2732088	tara	18S rRNA	V9	DNA	ERR1759707
ERR1756247	SAMEA2732135	tara	18S rRNA	V9	DNA	ERR1756247
ERR1755882	SAMEA2732187	tara	18S rRNA	V9	DNA	ERR1755882
ERR1756097	SAMEA2732187	tara	18S rRNA	V9	DNA	ERR1756097
ERR1756000	SAMEA2732195	tara	18S rRNA	V9	DNA	ERR1756000
ERR1756045	SAMEA2732195	tara	18S rRNA	V9	DNA	ERR1756045
ERR1756156	SAMEA2732202	tara	18S rRNA	V9	DNA	ERR1756156
ERR1756098	SAMEA2732208	tara	18S rRNA	V9	DNA	ERR1756098
ERR1756213	SAMEA2732208	tara	18S rRNA	V9	DNA	ERR1756213
ERR1756179	SAMEA2732277	tara	18S rRNA	V9	DNA	ERR1756179
ERR1756349	SAMEA2732277	tara	18S rRNA	V9	DNA	ERR1756349
ERR1756178	SAMEA2732299	tara	18S rRNA	V9	DNA	ERR1756178
ERR1756053	SAMEA2732362	tara	18S rRNA	V9	DNA	ERR1756053
ERR1756194	SAMEA2732363	tara	18S rRNA	V9	DNA	ERR1756194
ERR1756022	SAMEA2732378	tara	18S rRNA	V9	DNA	ERR1756022
ERR1756117	SAMEA2732378	tara	18S rRNA	V9	DNA	ERR1756117
ERR1756269	SAMEA2732399	tara	18S rRNA	V9	DNA	ERR1756269
ERR1756141	SAMEA2732415	tara	18S rRNA	V9	DNA	ERR1756141
ERR1756281	SAMEA2732415	tara	18S rRNA	V9	DNA	ERR1756281
ERR1755955	SAMEA2732419	tara	18S rRNA	V9	DNA	ERR1755955
ERR1756109	SAMEA2732419	tara	18S rRNA	V9	DNA	ERR1756109
ERR1755967	SAMEA2732443	tara	18S rRNA	V9	DNA	ERR1755967
ERR1756325	SAMEA2732443	tara	18S rRNA	V9	DNA	ERR1756325
ERR1756059	SAMEA2732468	tara	18S rRNA	V9	DNA	ERR1756059
ERR1756230	SAMEA2732468	tara	18S rRNA	V9	DNA	ERR1756230
ERR1756313	SAMEA2732536	tara	18S rRNA	V9	DNA	ERR1756313
ERR1756288	SAMEA2732548	tara	18S rRNA	V9	DNA	ERR1756288
ERR1756150	SAMEA2732598	tara	18S rRNA	V9	DNA	ERR1756150
ERR1756260	SAMEA2732613	tara	18S rRNA	V9	DNA	ERR1756260
ERR1756295	SAMEA2732628	tara	18S rRNA	V9	DNA	ERR1756295
ERR1756320	SAMEA2732628	tara	18S rRNA	V9	DNA	ERR1756320
ERR1755964	SAMEA2732648	tara	18S rRNA	V9	DNA	ERR1755964
ERR1756157	SAMEA2732648	tara	18S rRNA	V9	DNA	ERR1756157
ERR1756047	SAMEA2732658	tara	18S rRNA	V9	DNA	ERR1756047
ERR1756126	SAMEA2732658	tara	18S rRNA	V9	DNA	ERR1756126
ERR1755878	SAMEA2732721	tara	18S rRNA	V9	DNA	ERR1755878
ERR1756033	SAMEA2732768	tara	18S rRNA	V9	DNA	ERR1756033
ERR1756236	SAMEA2732768	tara	18S rRNA	V9	DNA	ERR1756236
ERR1756028	SAMEA2732773	tara	18S rRNA	V9	DNA	ERR1756028
ERR1756231	SAMEA2732773	tara	18S rRNA	V9	DNA	ERR1756231
ERR1755891	SAMEA2732775	tara	18S rRNA	V9	DNA	ERR1755891
ERR1756076	SAMEA2732785	tara	18S rRNA	V9	DNA	ERR1756076
ERR1756068	SAMEA2732790	tara	18S rRNA	V9	DNA	ERR1756068
ERR1755885	SAMEA2732833	tara	18S rRNA	V9	DNA	ERR1755885
ERR1755956	SAMEA2732861	tara	18S rRNA	V9	DNA	ERR1755956
ERR1756245	SAMEA2732861	tara	18S rRNA	V9	DNA	ERR1756245
ERR1879706	SAMEA2732891	tara	18S rRNA	V9	DNA	ERR1879706
ERR1879861	SAMEA2732891	tara	18S rRNA	V9	DNA	ERR1879861
ERR1755985	SAMEA2732910	tara	18S rRNA	V9	DNA	ERR1755985
ERR1756040	SAMEA2732910	tara	18S rRNA	V9	DNA	ERR1756040
ERR1755903	SAMEA2732917	tara	18S rRNA	V9	DNA	ERR1755903
ERR1756058	SAMEA2732917	tara	18S rRNA	V9	DNA	ERR1756058
ERR1756013	SAMEA2732980	tara	18S rRNA	V9	DNA	ERR1756013
ERR1756333	SAMEA2732990	tara	18S rRNA	V9	DNA	ERR1756333
ERR562601	SAMEA2656958	tara	18S rRNA	V9	DNA	ERR562601
ERR562494	SAMEA2656966	tara	18S rRNA	V9	DNA	ERR562494
ERR562710	SAMEA2656973	tara	18S rRNA	V9	DNA	ERR562710
ERR562513	SAMEA2656982	tara	18S rRNA	V9	DNA	ERR562513
ERR562684	SAMEA2656989	tara	18S rRNA	V9	DNA	ERR562684
ERR562620	SAMEA2656991	tara	18S rRNA	V9	DNA	ERR562620
ERR562430	SAMEA2656997	tara	18S rRNA	V9	DNA	ERR562430
ERR562685	SAMEA2657006	tara	18S rRNA	V9	DNA	ERR562685
ERR562375	SAMEA2657009	tara	18S rRNA	V9	DNA	ERR562375
ERR562496	SAMEA2657009	tara	18S rRNA	V9	DNA	ERR562496
ERR562581	SAMEA2657014	tara	18S rRNA	V9	DNA	ERR562581
ERR562524	SAMEA2657026	tara	18S rRNA	V9	DNA	ERR562524
ERR562725	SAMEA2657028	tara	18S rRNA	V9	DNA	ERR562725
ERR562718	SAMEA2657029	tara	18S rRNA	V9	DNA	ERR562718
ERR562519	SAMEA2657040	tara	18S rRNA	V9	DNA	ERR562519
ERR562672	SAMEA2657063	tara	18S rRNA	V9	DNA	ERR562672
ERR562654	SAMEA2657070	tara	18S rRNA	V9	DNA	ERR562654
ERR562468	SAMEA2657095	tara	18S rRNA	V9	DNA	ERR562468
ERR562503	SAMEA2657096	tara	18S rRNA	V9	DNA	ERR562503
ERR562560	SAMEA2657100	tara	18S rRNA	V9	DNA	ERR562560
ERR562580	SAMEA2657101	tara	18S rRNA	V9	DNA	ERR562580
ERR562719	SAMEA2657104	tara	18S rRNA	V9	DNA	ERR562719
ERR562403	SAMEA2657109	tara	18S rRNA	V9	DNA	ERR562403
ERR1756081	SAMEA2730594	tara	18S rRNA	V9	DNA	ERR1756081
ERR1756312	SAMEA2730773	tara	18S rRNA	V9	DNA	ERR1756312
ERR1879716	SAMEA2730877	tara	18S rRNA	V9	DNA	ERR1879716
ERR1756153	SAMEA2730908	tara	18S rRNA	V9	DNA	ERR1756153
ERR1879768	SAMEA2730950	tara	18S rRNA	V9	DNA	ERR1879768
ERR1879782	SAMEA2730950	tara	18S rRNA	V9	DNA	ERR1879782
ERR1755979	SAMEA2730960	tara	18S rRNA	V9	DNA	ERR1755979
ERR1755996	SAMEA2730960	tara	18S rRNA	V9	DNA	ERR1755996
ERR1879911	SAMEA2731011	tara	18S rRNA	V9	DNA	ERR1879911
ERR1756267	SAMEA2731149	tara	18S rRNA	V9	DNA	ERR1756267
ERR1756302	SAMEA2731149	tara	18S rRNA	V9	DNA	ERR1756302
ERR1756361	SAMEA2731356	tara	18S rRNA	V9	DNA	ERR1756361
ERR1879833	SAMEA2731480	tara	18S rRNA	V9	DNA	ERR1879833
ERR1879842	SAMEA2731676	tara	18S rRNA	V9	DNA	ERR1879842
ERR1879943	SAMEA2731676	tara	18S rRNA	V9	DNA	ERR1879943
ERR1756104	SAMEA2731706	tara	18S rRNA	V9	DNA	ERR1756104
ERR1756145	SAMEA2731706	tara	18S rRNA	V9	DNA	ERR1756145
ERR1756279	SAMEA2731821	tara	18S rRNA	V9	DNA	ERR1756279
ERR1756308	SAMEA2731821	tara	18S rRNA	V9	DNA	ERR1756308
ERR1755942	SAMEA2731851	tara	18S rRNA	V9	DNA	ERR1755942
ERR1756128	SAMEA2731851	tara	18S rRNA	V9	DNA	ERR1756128
ERR1755948	SAMEA2731966	tara	18S rRNA	V9	DNA	ERR1755948
ERR1756238	SAMEA2731966	tara	18S rRNA	V9	DNA	ERR1756238
ERR1755929	SAMEA2731974	tara	18S rRNA	V9	DNA	ERR1755929
ERR1756158	SAMEA2731974	tara	18S rRNA	V9	DNA	ERR1756158
ERR1755974	SAMEA2731982	tara	18S rRNA	V9	DNA	ERR1755974
ERR1756024	SAMEA2731982	tara	18S rRNA	V9	DNA	ERR1756024
ERR1755938	SAMEA2731992	tara	18S rRNA	V9	DNA	ERR1755938
ERR1756065	SAMEA2731992	tara	18S rRNA	V9	DNA	ERR1756065
ERR1756265	SAMEA2731999	tara	18S rRNA	V9	DNA	ERR1756265
ERR1756155	SAMEA2732042	tara	18S rRNA	V9	DNA	ERR1756155
ERR1879738	SAMEA2732077	tara	18S rRNA	V9	DNA	ERR1879738
ERR1755915	SAMEA2732085	tara	18S rRNA	V9	DNA	ERR1755915
ERR1756122	SAMEA2732095	tara	18S rRNA	V9	DNA	ERR1756122
ERR1756031	SAMEA2732120	tara	18S rRNA	V9	DNA	ERR1756031
ERR1756322	SAMEA2732120	tara	18S rRNA	V9	DNA	ERR1756322
ERR1756276	SAMEA2732139	tara	18S rRNA	V9	DNA	ERR1756276
ERR1756052	SAMEA2732203	tara	18S rRNA	V9	DNA	ERR1756052
ERR1756055	SAMEA2732214	tara	18S rRNA	V9	DNA	ERR1756055
ERR1756042	SAMEA2732238	tara	18S rRNA	V9	DNA	ERR1756042
ERR1755931	SAMEA2732267	tara	18S rRNA	V9	DNA	ERR1755931
ERR1756263	SAMEA2732267	tara	18S rRNA	V9	DNA	ERR1756263
ERR1756184	SAMEA2732373	tara	18S rRNA	V9	DNA	ERR1756184
ERR1756338	SAMEA2732425	tara	18S rRNA	V9	DNA	ERR1756338
ERR1879745	SAMEA2732453	tara	18S rRNA	V9	DNA	ERR1879745
ERR1879890	SAMEA2732453	tara	18S rRNA	V9	DNA	ERR1879890
ERR1756034	SAMEA2732484	tara	18S rRNA	V9	DNA	ERR1756034
ERR1756091	SAMEA2732484	tara	18S rRNA	V9	DNA	ERR1756091
ERR1755886	SAMEA2732530	tara	18S rRNA	V9	DNA	ERR1755886
ERR1755933	SAMEA2732530	tara	18S rRNA	V9	DNA	ERR1755933
ERR1756096	SAMEA2732589	tara	18S rRNA	V9	DNA	ERR1756096
ERR1756099	SAMEA2732607	tara	18S rRNA	V9	DNA	ERR1756099
ERR1756306	SAMEA2732607	tara	18S rRNA	V9	DNA	ERR1756306
ERR1755918	SAMEA2732696	tara	18S rRNA	V9	DNA	ERR1755918
ERR1756216	SAMEA2732696	tara	18S rRNA	V9	DNA	ERR1756216
ERR1755963	SAMEA2732716	tara	18S rRNA	V9	DNA	ERR1755963
ERR1756078	SAMEA2732716	tara	18S rRNA	V9	DNA	ERR1756078
ERR1756094	SAMEA2732732	tara	18S rRNA	V9	DNA	ERR1756094
ERR1756027	SAMEA2732834	tara	18S rRNA	V9	DNA	ERR1756027
ERR1756218	SAMEA2732834	tara	18S rRNA	V9	DNA	ERR1756218
ERR1756255	SAMEA2732843	tara	18S rRNA	V9	DNA	ERR1756255
ERR1756289	SAMEA2732853	tara	18S rRNA	V9	DNA	ERR1756289
ERR1756359	SAMEA2732853	tara	18S rRNA	V9	DNA	ERR1756359
ERR1755980	SAMEA2732866	tara	18S rRNA	V9	DNA	ERR1755980
ERR1756168	SAMEA2732866	tara	18S rRNA	V9	DNA	ERR1756168
ERR1755899	SAMEA2732914	tara	18S rRNA	V9	DNA	ERR1755899
ERR1755920	SAMEA2732914	tara	18S rRNA	V9	DNA	ERR1755920
ERR1756144	SAMEA2732923	tara	18S rRNA	V9	DNA	ERR1756144
ERR1755876	SAMEA2732983	tara	18S rRNA	V9	DNA	ERR1755876
ERR1756342	SAMEA2732983	tara	18S rRNA	V9	DNA	ERR1756342
ERR1755951	SAMEA2732994	tara	18S rRNA	V9	DNA	ERR1755951
ERR562618	SAMEA2591128	tara	18S rRNA	V9	DNA	ERR562618
ERR562447	SAMEA2591131	tara	18S rRNA	V9	DNA	ERR562447
ERR562720	SAMEA2619876	tara	18S rRNA	V9	DNA	ERR562720
ERR562392	SAMEA2619878	tara	18S rRNA	V9	DNA	ERR562392
ERR1879750	SAMEA2619981	tara	18S rRNA	V9	DNA	ERR1879750
ERR1879713	SAMEA2619982	tara	18S rRNA	V9	DNA	ERR1879713
ERR1879907	SAMEA2619983	tara	18S rRNA	V9	DNA	ERR1879907
ERR1879763	SAMEA2620043	tara	18S rRNA	V9	DNA	ERR1879763
ERR1879857	SAMEA2620044	tara	18S rRNA	V9	DNA	ERR1879857
ERR1879774	SAMEA2620045	tara	18S rRNA	V9	DNA	ERR1879774
ERR1879849	SAMEA2620113	tara	18S rRNA	V9	DNA	ERR1879849
ERR1879662	SAMEA2620114	tara	18S rRNA	V9	DNA	ERR1879662
ERR1879848	SAMEA2620115	tara	18S rRNA	V9	DNA	ERR1879848
ERR1879675	SAMEA2620128	tara	18S rRNA	V9	DNA	ERR1879675
ERR1879705	SAMEA2620128	tara	18S rRNA	V9	DNA	ERR1879705
ERR1879809	SAMEA2620128	tara	18S rRNA	V9	DNA	ERR1879809
ERR1879876	SAMEA2620128	tara	18S rRNA	V9	DNA	ERR1879876
ERR1879931	SAMEA2620128	tara	18S rRNA	V9	DNA	ERR1879931
ERR1879749	SAMEA2620139	tara	18S rRNA	V9	DNA	ERR1879749
ERR1879828	SAMEA2620139	tara	18S rRNA	V9	DNA	ERR1879828
ERR1879879	SAMEA2620139	tara	18S rRNA	V9	DNA	ERR1879879
ERR1879941	SAMEA2620139	tara	18S rRNA	V9	DNA	ERR1879941
ERR1879947	SAMEA2620139	tara	18S rRNA	V9	DNA	ERR1879947
ERR1879672	SAMEA2620150	tara	18S rRNA	V9	DNA	ERR1879672
ERR1879696	SAMEA2620150	tara	18S rRNA	V9	DNA	ERR1879696
ERR1879709	SAMEA2620150	tara	18S rRNA	V9	DNA	ERR1879709
ERR1879762	SAMEA2620150	tara	18S rRNA	V9	DNA	ERR1879762
ERR1879934	SAMEA2620150	tara	18S rRNA	V9	DNA	ERR1879934
ERR1879719	SAMEA2620161	tara	18S rRNA	V9	DNA	ERR1879719
ERR1879800	SAMEA2620161	tara	18S rRNA	V9	DNA	ERR1879800
ERR1879803	SAMEA2620161	tara	18S rRNA	V9	DNA	ERR1879803
ERR1879836	SAMEA2620161	tara	18S rRNA	V9	DNA	ERR1879836
ERR1879869	SAMEA2620161	tara	18S rRNA	V9	DNA	ERR1879869
ERR1879925	SAMEA2620172	tara	18S rRNA	V9	DNA	ERR1879925
ERR1879659	SAMEA2620183	tara	18S rRNA	V9	DNA	ERR1879659
ERR1879665	SAMEA2620183	tara	18S rRNA	V9	DNA	ERR1879665
ERR1879805	SAMEA2620183	tara	18S rRNA	V9	DNA	ERR1879805
ERR1879838	SAMEA2620183	tara	18S rRNA	V9	DNA	ERR1879838
ERR1879855	SAMEA2620183	tara	18S rRNA	V9	DNA	ERR1879855
ERR1879883	SAMEA2620183	tara	18S rRNA	V9	DNA	ERR1879883
ERR1759714	SAMEA2620403	tara	18S rRNA	V9	DNA	ERR1759714
ERR1756077	SAMEA2620477	tara	18S rRNA	V9	DNA	ERR1756077
ERR1756160	SAMEA2620477	tara	18S rRNA	V9	DNA	ERR1756160
ERR1879753	SAMEA2620484	tara	18S rRNA	V9	DNA	ERR1879753
ERR1879755	SAMEA2620822	tara	18S rRNA	V9	DNA	ERR1879755
ERR1879854	SAMEA2620888	tara	18S rRNA	V9	DNA	ERR1879854
ERR562488	SAMEA2620910	tara	18S rRNA	V9	DNA	ERR562488
ERR562717	SAMEA2620920	tara	18S rRNA	V9	DNA	ERR562717
ERR562369	SAMEA2620959	tara	18S rRNA	V9	DNA	ERR562369
ERR562660	SAMEA2620959	tara	18S rRNA	V9	DNA	ERR562660
ERR562567	SAMEA2620961	tara	18S rRNA	V9	DNA	ERR562567
ERR1879830	SAMEA2621006	tara	18S rRNA	V9	DNA	ERR1879830
ERR1879903	SAMEA2621007	tara	18S rRNA	V9	DNA	ERR1879903
ERR1879693	SAMEA2621105	tara	18S rRNA	V9	DNA	ERR1879693
ERR1879669	SAMEA2621106	tara	18S rRNA	V9	DNA	ERR1879669
ERR1879788	SAMEA2621189	tara	18S rRNA	V9	DNA	ERR1879788
ERR1879892	SAMEA2621190	tara	18S rRNA	V9	DNA	ERR1879892
ERR562565	SAMEA2621225	tara	18S rRNA	V9	DNA	ERR562565
ERR562547	SAMEA2621226	tara	18S rRNA	V9	DNA	ERR562547
ERR1879920	SAMEA2621245	tara	18S rRNA	V9	DNA	ERR1879920
ERR1879694	SAMEA2621246	tara	18S rRNA	V9	DNA	ERR1879694
ERR562680	SAMEA2621280	tara	18S rRNA	V9	DNA	ERR562680
ERR562603	SAMEA2621282	tara	18S rRNA	V9	DNA	ERR562603
ERR1879676	SAMEA2621298	tara	18S rRNA	V9	DNA	ERR1879676
ERR1879844	SAMEA2621299	tara	18S rRNA	V9	DNA	ERR1879844
ERR1756102	SAMEA2621337	tara	18S rRNA	V9	DNA	ERR1756102
ERR1756199	SAMEA2621339	tara	18S rRNA	V9	DNA	ERR1756199
ERR562478	SAMEA2621542	tara	18S rRNA	V9	DNA	ERR562478
ERR562525	SAMEA2621544	tara	18S rRNA	V9	DNA	ERR562525
ERR1879919	SAMEA2621562	tara	18S rRNA	V9	DNA	ERR1879919
ERR1879760	SAMEA2621563	tara	18S rRNA	V9	DNA	ERR1879760
ERR1755887	SAMEA2621823	tara	18S rRNA	V9	DNA	ERR1755887
ERR1756329	SAMEA2621823	tara	18S rRNA	V9	DNA	ERR1756329
ERR1759715	SAMEA2621825	tara	18S rRNA	V9	DNA	ERR1759715
ERR1759716	SAMEA2621825	tara	18S rRNA	V9	DNA	ERR1759716
ERR1879807	SAMEA2621827	tara	18S rRNA	V9	DNA	ERR1879807
ERR1879780	SAMEA2621892	tara	18S rRNA	V9	DNA	ERR1879780
ERR1879927	SAMEA2621892	tara	18S rRNA	V9	DNA	ERR1879927
ERR1756212	SAMEA2621894	tara	18S rRNA	V9	DNA	ERR1756212
ERR1756229	SAMEA2621894	tara	18S rRNA	V9	DNA	ERR1756229
ERR1756204	SAMEA2621897	tara	18S rRNA	V9	DNA	ERR1756204
ERR1756252	SAMEA2621897	tara	18S rRNA	V9	DNA	ERR1756252
ERR1879707	SAMEA2621949	tara	18S rRNA	V9	DNA	ERR1879707
ERR1879900	SAMEA2621949	tara	18S rRNA	V9	DNA	ERR1879900
